PFAM_ID,DUF_ID,DUF_Name,Name of the DUF,Species,SCOPe Superfamily,SCOPe Family,Pathway,Chain ID ,PDB_ID
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,1u3a
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,1u3a
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,D,1u3a
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,E,1u3a
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,1un2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,2hi7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,2ndo
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,4zij
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,4zij
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkd
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkd
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qke
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qke
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkg
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkg
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qki
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qki
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkl
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkl
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkn
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkn
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qko
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qko
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkp
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkp
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qks
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qks
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qku
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qku
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qky
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qky
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qkz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qkz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5ql9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5ql9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qla
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qla
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlb
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlb
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qld
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qld
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qle
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qle
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlg
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlg
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qli
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qli
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qll
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qll
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qln
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qln
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlo
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlo
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlp
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlp
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qls
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qls
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlu
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlu
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qly
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qly
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qlz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qlz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qm9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qm9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qma
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qma
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmb
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmb
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmd
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmd
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qme
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qme
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmg
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmg
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmi
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmi
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qml
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qml
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmn
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmn
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmo
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmo
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmp
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmp
